respid,cell,rweight,tv,radio,ooh,online,social,sp_aw,relv,laugh,think,recom,talk,purchase,intent
1834,3,1.791,0,0,0,0,0,0,1,0,1,1,0,0,1
1838,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,1,0
1839,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1
1841,3,0.9227,1,1,1,1,1,0,1,1,1,1,1,1,1
1843,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,2,0.7762,1,0,0,0,0,0,1,1,1,1,1,0,0
1845,2,1.3244,0,0,0,0,0,0,1,1,0,1,0,1,1
1846,2,0.9598,0,0,0,0,0,0,1,1,0,0,0,0,0
1852,3,0.6411,0,0,0,0,0,0,0,0,1,0,0,0,0
1853,3,1.6592,1,1,0,1,1,0,1,1,1,1,1,1,1
1854,1,1.0301,0,0,0,1,0,0,1,0,0,0,0,1,1
1855,2,0.7923,1,0,0,0,0,0,0,0,0,0,0,0,0
1856,1,1.2667,0,0,0,0,0,0,0,1,1,0,0,0,0
1859,2,0.8488,0,0,0,0,0,0,1,1,1,1,0,0,0
1860,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,2,0.9355,1,1,1,0,1,0,1,1,1,1,1,1,1
1863,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1
1864,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1
1865,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,2,1.5475,1,0,1,0,0,0,0,0,1,0,0,0,0
1868,3,1.6592,1,0,0,0,0,0,0,0,0,0,0,0,1
1869,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,1
1870,3,0.7103,0,0,0,0,0,0,1,1,1,0,0,0,1
1872,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,2,1.3372,1,0,1,1,1,0,0,0,0,0,0,1,1
1877,3,0.6695,0,1,0,0,0,0,0,0,1,0,0,0,0
1879,2,0.9355,0,1,1,0,0,0,1,0,0,1,1,1,1
1881,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,2,0.7762,1,1,1,1,1,0,1,1,1,1,0,0,1
1885,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1
1886,2,0.9355,1,0,0,0,0,0,0,1,0,1,0,1,0
1888,2,1.4057,0,0,0,0,0,0,0,1,0,1,0,0,1
1890,1,2.0775,0,0,0,0,0,0,0,0,0,1,0,0,0
1891,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,2,0.9355,0,0,1,0,1,0,1,1,1,1,1,1,1
1896,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1
1898,2,1.5475,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,2,1.3244,1,1,1,1,1,0,1,1,1,1,1,1,1
1906,4,0.516023646,0,0,1,0,1,1,1,1,1,1,1,1,1
1907,2,0.5832,0,0,0,0,0,0,1,1,0,1,0,0,1
1908,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1
1915,2,0.7762,1,0,0,0,0,1,0,0,1,0,0,0,0
1916,4,0.67011648,1,1,0,1,1,0,1,1,0,1,1,1,1
1917,1,0.9082,0,0,0,0,1,0,1,1,1,1,1,1,1
1918,2,1.3244,1,0,0,0,0,0,0,0,0,1,1,1,1
1919,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1
1920,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,1,1.224,0,0,1,0,0,1,1,1,1,1,1,0,1
1923,1,1.2667,0,0,0,0,0,1,1,1,0,1,1,0,1
1925,4,2.610741498,1,0,0,0,0,0,1,1,0,0,0,0,0
1927,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,2,0.6657,0,0,1,0,1,1,1,1,0,0,0,1,1
1931,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,1,1
1932,3,1.5914,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,0,1
1934,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,2,1.5475,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,1
1937,2,0.7762,1,1,1,1,0,0,1,1,1,1,1,0,1
1939,3,1.771,1,1,0,0,0,0,0,0,0,0,1,0,0
1940,2,1.9003,0,0,0,0,0,0,0,1,1,1,0,1,0
1942,3,0.7103,0,0,0,0,0,0,0,1,1,1,0,0,0
1947,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1
1948,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0
1949,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,3,1.5914,0,0,0,0,0,0,0,1,0,1,1,0,0
1952,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,3,1.5914,0,0,0,0,0,0,0,0,1,1,0,0,1
1955,3,0.7998,1,0,0,1,0,0,0,0,0,0,0,0,1
1956,3,0.7265,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,2,1.2488,0,0,0,0,0,0,1,1,1,1,1,0,0
1958,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,4,2.134612014,0,0,0,0,0,0,0,0,0,1,0,0,1
1961,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,3,1.5914,0,0,0,0,0,0,0,1,0,1,1,0,1
1964,3,0.966,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,2,1.2488,0,0,0,0,0,0,1,0,1,1,0,0,0
1970,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,0
1971,3,0.6798,0,0,0,0,0,0,0,0,1,1,0,0,0
1972,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,3,1.8111,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,3,1.5189,1,0,0,0,0,1,0,0,1,0,0,0,0
1978,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,1,1
1979,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,2,1.2488,0,0,0,0,0,0,1,1,1,0,0,0,1
1981,3,0.966,1,0,0,1,0,1,0,1,1,0,1,0,0
1983,3,1.0528,1,1,0,1,0,0,0,0,0,1,0,1,1
1984,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0
1985,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,4,1.881970847,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,3,1.0528,0,0,0,0,1,0,1,1,1,1,0,0,1
1992,3,0.7051,1,0,0,1,0,0,1,1,0,1,1,0,0
1993,2,0.9355,0,1,1,1,1,0,1,1,1,1,1,1,1
1994,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,2,1.2488,0,0,0,0,0,0,0,0,1,1,0,0,1
1997,4,2.134612014,1,0,0,0,0,0,0,1,1,1,1,0,0
1999,3,0.7265,1,0,0,1,0,0,0,0,0,0,0,0,1
2000,2,0.9355,0,0,0,1,0,0,0,1,0,1,1,0,0
2001,1,2.0775,0,0,0,0,0,1,1,1,0,1,1,1,0
2003,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,0.966,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3,1.791,0,0,0,0,0,0,1,1,0,1,1,0,1
2007,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,1.6295,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,3,0.7672,1,0,0,0,0,0,0,0,0,1,1,0,1
2010,3,0.701,0,0,0,0,0,0,1,1,1,1,0,0,0
2012,3,0.9227,1,0,0,1,0,1,1,0,1,1,1,1,1
2013,2,1.6295,0,0,0,0,0,0,1,1,1,1,0,0,0
2016,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,1.0629,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,3,1.0528,1,0,0,0,0,0,0,1,0,1,0,0,0
2026,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,3,0.7103,0,0,0,0,0,0,1,1,1,0,0,0,0
2030,2,0.7762,1,1,1,0,0,0,1,1,1,1,0,0,1
2031,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0
2032,3,0.971,0,0,0,0,0,0,1,1,0,1,0,0,1
2034,2,1.4057,0,0,0,0,0,1,0,0,1,1,0,0,1
2036,3,0.7103,0,0,0,0,0,1,0,0,0,0,0,0,1
2037,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1
2040,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,1,0
2041,3,0.7265,0,1,0,0,0,0,0,0,0,0,0,0,0
2041,4,1.494292312,1,1,1,1,1,0,0,0,0,1,1,1,1
2044,3,0.7103,0,0,0,0,0,1,0,0,0,0,0,0,0
2044,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,1,1
2045,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,4,2.610741498,0,1,0,0,0,0,0,0,0,0,0,0,0
2047,3,1.5914,0,0,0,0,0,0,0,0,0,1,0,0,0
2047,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,3,0.7835,0,0,0,0,0,0,0,0,0,0,1,0,0
2049,2,1.3244,1,0,0,1,0,0,1,1,1,1,1,0,1
2049,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1
2051,1,0.9082,0,1,1,1,1,0,1,1,1,1,0,0,1
2052,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,3,1.7481,0,0,0,0,0,0,1,1,1,1,0,0,0
2056,3,1.1773,1,0,0,0,0,1,0,0,0,0,0,0,0
2056,4,2.134612014,1,0,0,0,0,0,0,0,0,0,0,0,1
2058,3,0.966,1,0,0,0,0,1,0,1,1,0,0,0,0
2059,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,4,1.514352138,0,0,0,0,0,0,1,1,0,1,1,0,0
2062,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0
2065,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,0
2067,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,3,1.7481,0,0,0,0,0,0,1,1,1,1,1,1,1
2074,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,3,1.6592,1,0,0,0,0,1,0,0,0,0,0,0,1
2077,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,1
2079,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,3,1.916,0,0,0,0,0,0,0,0,0,1,0,0,0
2085,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,3,1.916,0,0,0,0,0,0,1,0,0,1,0,0,1
2087,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,2,1.3372,1,0,0,0,0,0,0,0,0,0,0,1,1
2088,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,3,0.971,0,0,0,0,0,0,0,1,1,0,0,0,0
2090,3,1.916,0,0,0,0,0,0,1,0,1,1,0,0,1
2092,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1
2094,3,0.7998,0,0,0,0,0,1,0,0,0,0,0,0,0
2094,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,3,0.7672,0,1,0,0,0,0,1,0,0,1,1,0,1
2096,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,1
2099,4,2.134612014,0,0,0,0,1,0,0,0,0,0,0,0,1
2101,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,4,1.477126717,0,0,0,0,0,0,1,1,1,1,1,0,1
2103,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,3,0.7835,0,0,0,0,0,0,0,0,1,0,0,0,0
2105,3,1.8111,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,3,1.5914,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,2,1.4057,0,0,0,0,0,1,1,1,1,1,0,0,0
2115,4,2.134612014,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,3,1.791,0,0,0,0,0,0,0,0,0,1,0,1,0
2117,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,4,1.494292312,0,0,1,0,1,0,1,1,1,1,1,1,1
2119,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,3,1.7481,0,0,0,0,0,0,1,1,1,1,1,0,1
2121,4,1.494292312,0,0,0,0,0,0,1,1,1,1,1,0,1
2122,4,0.805227583,0,0,0,0,0,0,1,1,0,1,1,0,0
2124,3,1.1773,1,1,1,1,1,0,1,1,1,1,1,1,1
2126,3,1.1773,1,0,0,0,0,0,0,0,0,0,0,0,0
2128,2,0.7762,0,1,0,0,0,0,0,1,1,1,0,0,1
2129,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,4,1.514352138,0,0,0,0,0,1,1,1,1,1,0,1,0
2132,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,4,1.865932294,1,1,0,0,1,0,0,1,1,1,0,0,1
2133,3,1.916,0,0,0,0,0,0,0,0,0,1,0,0,0
2134,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1
2138,3,1.5914,0,0,0,0,0,0,1,1,1,1,0,0,1
2140,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0
2141,2,1.3244,1,1,0,1,0,0,0,0,1,1,1,0,1
2144,2,0.6657,1,1,0,1,1,0,1,1,1,1,0,1,1
2145,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2,1.1589,0,1,0,0,0,0,1,1,1,0,0,0,1
2148,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,3,0.7051,0,0,0,0,1,0,1,1,1,1,1,1,1
2150,4,1.881970847,0,0,0,0,0,1,1,1,1,1,0,0,0
2151,3,0.7247,1,0,0,1,0,0,1,1,1,1,1,1,1
2152,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,3,0.701,0,0,0,0,0,0,0,0,1,0,1,0,0
2155,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,3,0.7103,0,0,0,0,0,0,0,0,1,0,0,0,0
2158,3,0.7051,0,0,0,1,0,1,1,1,1,1,0,0,1
2161,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,3,0.971,0,0,0,0,0,0,0,0,0,0,0,1,1
2164,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,1
2165,3,0.6798,0,0,0,0,0,0,0,0,1,0,0,0,0
2165,4,1.494292312,0,0,0,1,1,0,1,1,1,1,1,0,1
2166,3,0.7051,1,1,1,1,1,0,1,1,1,1,0,1,1
2167,3,0.8663,0,0,0,0,0,1,0,0,0,0,0,0,0
2169,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,3,0.8028,0,0,0,0,0,0,0,1,0,1,0,0,0
2170,4,0.759526474,0,0,0,0,0,0,1,1,1,1,1,0,1
2172,3,2.1227,0,0,0,0,0,0,1,0,0,0,0,0,0
2174,2,0.7762,1,1,0,1,0,0,1,1,1,1,1,1,1
2175,2,1.3372,0,0,0,0,0,0,0,0,0,0,0,0,1
2177,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,4,0.902367157,0,0,0,1,0,0,0,0,0,0,0,0,0
2180,3,1.0629,1,1,0,0,0,0,0,1,0,1,1,1,1
2181,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1
2182,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1
2183,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,1
2183,4,0.902367157,0,1,0,0,1,0,0,0,0,0,0,1,1
2185,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1
2189,2,0.7762,1,0,0,1,0,0,1,1,0,1,0,0,1
2190,3,1.791,0,0,0,0,0,0,0,0,0,1,0,0,0
2191,3,1.9541,0,0,0,0,0,1,1,1,1,1,1,0,0
2192,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,4,1.881970847,0,0,0,0,0,0,0,1,1,1,0,0,0
2195,3,1.9541,0,0,0,0,0,1,0,0,0,0,0,0,0
2197,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,1
2201,2,0.9355,1,1,0,0,1,0,1,0,1,1,1,1,0
2202,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,3,0.701,0,0,0,0,0,1,0,0,0,0,0,0,0
2207,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,3,1.5189,0,0,0,0,1,0,0,0,0,0,0,0,0
2212,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,4,0.805227583,0,0,0,0,0,0,0,1,0,0,1,0,0
2214,3,0.6695,1,0,0,0,0,0,1,0,1,1,0,0,0
2215,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,1
2217,3,1.9968,0,0,0,0,0,1,0,1,1,0,0,1,1
2217,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2,1.3244,1,0,0,0,0,0,0,0,0,1,0,1,0
2223,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,0
2223,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,4,0.772235272,0,0,0,0,0,0,0,0,0,1,0,0,0
2225,3,1.0528,1,0,0,0,0,0,1,1,0,1,1,0,1
2226,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,3,1.0528,1,1,0,1,1,0,1,1,1,1,1,1,1
2229,1,0.5486,0,0,0,0,0,0,0,0,0,1,0,0,0
2231,3,0.9227,1,1,0,0,0,0,0,1,1,1,1,1,1
2232,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,4,0.516023646,0,1,1,1,1,0,1,1,0,1,1,1,1
2234,3,1.916,0,0,0,0,0,1,1,1,1,1,0,0,1
2235,2,1.2488,0,0,0,0,0,1,0,0,0,1,0,0,1
2237,3,1.5914,0,0,0,0,0,0,1,1,1,1,1,0,1
2238,3,0.6695,0,0,1,0,0,1,0,0,0,1,1,0,1
2239,3,0.701,0,0,0,0,0,1,0,0,0,0,0,0,0
2241,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,3,1.0528,1,1,1,0,0,0,1,1,1,1,1,0,1
2243,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,3,0.7835,0,0,0,0,0,0,0,0,1,0,0,0,0
2246,4,0.902367157,0,0,0,0,0,0,0,0,0,0,0,0,1
2249,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,3,0.7247,0,0,0,1,0,0,0,0,0,1,0,0,0
2253,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,2,0.5832,0,0,0,0,0,1,0,0,0,0,0,0,0
2260,4,1.494292312,0,1,0,0,1,1,1,1,1,1,0,1,1
2264,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,3,0.7051,1,0,0,1,0,0,1,0,1,1,1,1,1
2266,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,4,0.67011648,0,0,1,0,0,1,0,1,1,1,1,0,1
2267,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,4,2.610741498,0,0,1,0,1,0,0,0,0,0,0,0,0
2270,3,0.8663,0,0,0,0,0,0,0,1,1,1,0,0,1
2272,3,0.7998,0,1,0,1,1,0,0,0,0,0,0,0,1
2273,3,1.9968,0,0,0,0,0,0,1,1,1,1,0,0,1
2274,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,3,0.6798,0,0,0,0,0,1,0,1,1,1,0,0,0
2277,3,1.8111,0,0,0,0,0,0,0,1,0,1,0,0,0
2280,3,0.8028,0,0,0,0,0,0,0,0,0,1,0,0,0
2281,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,4,0.902367157,0,1,0,0,1,0,0,0,0,1,0,0,1
2283,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,1,0.5486,0,0,0,0,0,1,0,0,0,0,0,0,0
2284,4,1.494292312,0,0,0,1,0,0,1,1,1,1,1,0,0
2285,2,0.7923,1,1,0,0,0,0,0,0,0,0,0,1,1
2286,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,1,1
2287,3,1.5914,0,0,0,0,0,1,0,1,1,1,1,0,1
2287,4,0.772235272,0,0,0,0,0,0,1,1,0,1,0,0,0
2292,3,0.8028,0,0,0,0,0,0,0,0,1,0,0,0,0
2293,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,1,1
2294,1,1.3158,0,0,0,0,1,0,1,0,1,0,0,1,1
2295,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,0
2300,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,3,0.7247,1,0,0,0,0,0,1,1,1,1,0,0,1
2302,3,0.8028,0,0,0,0,0,0,0,0,0,1,0,1,1
2303,4,0.67011648,1,1,0,0,0,1,1,1,1,1,1,0,1
2305,3,0.9227,0,1,1,1,1,0,1,1,1,1,1,1,1
2306,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,1,1
2311,2,1.6295,0,0,0,0,0,0,1,1,1,1,0,0,1
2312,3,0.7103,0,0,0,0,0,0,0,1,1,0,0,0,0
2313,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,3,0.9227,1,0,0,0,0,1,1,1,0,1,0,1,0
2315,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,1
2318,3,0.7247,1,1,0,1,1,0,1,1,1,1,1,1,1
2320,4,0.759526474,0,0,0,0,0,0,0,0,0,1,0,0,0
2322,2,1.2488,0,0,0,0,0,0,0,0,0,0,1,1,0
2322,4,0.67011648,0,0,0,1,0,0,1,1,1,1,0,1,1
2323,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1
2327,3,2.1227,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,3,0.8028,0,0,0,0,0,1,0,0,0,0,0,0,0
2330,4,0.577361825,0,0,0,0,0,1,1,1,1,1,0,0,0
2331,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,3,1.9541,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,3,1.1773,0,0,0,0,0,1,0,0,0,1,0,0,1
2335,3,0.7051,0,0,1,0,0,0,0,0,0,1,0,0,0
2336,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,0,1
2336,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,3,0.7247,1,0,0,0,0,0,1,1,1,1,1,1,1
2341,3,1.9968,0,0,0,0,0,0,0,1,1,0,0,0,0
2342,3,0.7247,1,0,0,0,0,1,0,1,1,1,0,0,1
2343,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0
2344,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,0,0
2345,3,0.7998,1,0,0,0,0,0,0,0,0,1,0,0,0
2345,4,0.67011648,0,0,0,0,1,0,0,0,0,0,0,0,0
2346,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,1
2348,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1
2349,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,2,0.6657,0,0,0,1,0,0,0,0,0,1,1,0,0
2350,4,0.805227583,0,0,0,0,0,0,1,1,1,1,1,1,1
2351,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,1,0
2352,3,0.8663,0,0,0,0,0,0,0,0,0,1,0,0,0
2352,4,1.494292312,0,0,0,1,0,0,1,1,1,0,0,0,1
2354,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,2,0.7762,0,1,1,0,0,0,1,1,1,1,1,1,1
2356,3,1.5914,0,0,0,0,0,0,1,0,0,1,0,0,0
2357,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,1
2358,4,0.67011648,1,0,0,0,0,0,1,1,1,1,1,1,0
2360,4,1.50493281,0,0,0,0,0,0,1,0,0,0,0,0,0
